Category	SubCategory	CatID	CatShort	Category_zh	SubCategory_zh	Synonyms_zh
MOVEMENT	CROWD	MOVECrwd	MOVE	移动	人群	走、跑、齐步走、闲逛、滑步、扭打、坐、站、躺、滑、跳、蹦
MOVEMENT	HUMAN	MOVEHmn	MOVE	移动	人类	走、跑、齐步走、闲逛、滑步、扭打、坐、站、躺、滑、跳、蹦
MOVEMENT	INSECT	MOVEInsc	MOVE	移动	昆虫	蜂群、蜂巢、蜂箱、蠕动、蛆虫
MOVEMENT	MISC	MOVEMisc	MOVE	移动	其它	各种各样的
MOVEMENT	PRESENCE	MOVEPres	MOVE	移动	状态	调整、侧滑、拖着、轻微移动、转移
MUSICAL	BELLS	MUSCBell	MUSC	乐句	钟铃	管铃、钟琴、甘美兰、颂钵、手摇铃、牛铃、锣、gamelan、阿贡锣、碗锣、tam-tam
MUSICAL	BRASS	MUSCBrass	MUSC	乐句	铜管	大号、圆号、长号、小号、木管、行进圆号、大号、长号、号角、萨克斯管、短号
MUSICAL	CHIME	MUSCChim	MUSC	乐句	排铃	风铃、树铃、铃铛、闪烁、闪光
MUSICAL	CHORAL	MUSCChor	MUSC	乐句	合唱	合唱团、唱诗班、福音、教堂
MUSICAL	EXPERIMENTAL	MUSCExpr	MUSC	乐句	实验	特雷门琴、玻璃琴、火风琴、斯特乐风迷你笔触琴、水晶琴、电动跳舞仙人掌、风弦琴
MUSICAL	INSTRUMENT	MUSCInst	MUSC	乐句	器乐	乐器
MUSICAL	KEYED	MUSCKeyd	MUSC	乐句	键控	钢琴、管风琴、大键琴、手风琴、口风琴、钢片琴、斯平纳琴、电翼琴、小键琴、风琴、杜西冬琴
MUSICAL	LOOP	MUSCLoop	MUSC	乐句	循环	音乐循环、采样循环、鼓循环
MUSICAL	MISC	MUSCMisc	MUSC	乐句	其它	各种各样的、口琴、卡祖笛
MUSICAL	PERCUSSION	MUSCPerc	MUSC	乐句	打击	定音鼓、锅鼓、低音鼓、筒鼓、战鼓、太鼓、底鼓、军鼓
MUSICAL	PERCUSSION TUNED	MUSCTnprc	MUSC	乐句	打击乐	钟琴、木琴、颤音琴、铁琴、里拉铁片琴、钢鼓、马林巴琴
MUSICAL	PERFORMANCE	MUSCPrfm	MUSC	乐句	表演	乐队、街头音乐家、现场音乐会、演出、夜总会
MUSICAL	PLUCKED	MUSCPluck	MUSC	乐句	拨弦乐	吉他、班卓琴、尤克里里、竖琴、原声吉他、电贝斯、曼陀铃、巴拉莱卡琴、西塔琴、琵琶、拇指琴、口簧琴、古筝、巴拉莱卡琴、自动竖琴、科拉琴、鲁特琴、里拉琴、乌德琴、坦布拉琴、卡林巴
MUSICAL	SAMPLE	MUSCSmpl	MUSC	乐句	采样	采样、原始采样、单次
MUSICAL	SHAKEN	MUSCShake	MUSC	乐句	摇动	沙锤、铃鼓、拨浪鼓、雨声器、椰铃、沙蛋、羊蹄拨浪鼓、拉格琴、katsa、摇铃、沙鈴、铁沙铃
MUSICAL	SONG & PHRASE	MUSCSong	MUSC	乐句	乐句	音乐、自动演奏钢琴、铃声、汽车音响、乐句
MUSICAL	STINGER	MUSCStngr	MUSC	乐句	重击音	音乐短乐句、新闻短乐句、标题乐句
MUSICAL	STRINGED	MUSCStr	MUSC	乐句	弦乐	小提琴、大提琴、中提琴、大提琴、低音、低音提琴、竖琴
MUSICAL	SYNTHESIZED	MUSCSynth	MUSC	乐句	合成器	合成、穆格、卡西欧、罗兰、琶音、合成器、oberheim、迷你穆格、雅马哈、科音
MUSICAL	TOY	MUSCToy	MUSC	乐句	玩具	音乐盒、八音盒
MUSICAL	WOODWIND	MUSCWind	MUSC	乐句	木管	长笛、短笛、双簧管、巴松管、录音机（竖笛）、单簧管、萨克斯管、低音单簧管、纳伊笛、印度班苏里笛、卡瓦尔木笛、排箫、箫 、菲菲笛
NATURAL DISASTER	AVALANCHE	NATDAval	NATD	自然灾害	雪崩	塌方、泥石流
NATURAL DISASTER	EARTHQUAKE	NATDQuak	NATD	自然灾害	地震	地震、隆隆声、隆隆作响、裂缝、低频声
NATURAL DISASTER	MISC	NATDMisc	NATD	自然灾害	其它	各种各样的
NATURAL DISASTER	TORNADO	NATDTorn	NATD	自然灾害	龙卷风	龙卷风、漩涡、水龙卷、龙吸水
NATURAL DISASTER	TSUNAMI	NATDTsun	NATD	自然灾害	热带风暴	浪潮、海啸
NATURAL DISASTER	TYPHOON	NATDThyp	NATD	自然灾害	台风	台风、飓风、旋风、热带风暴
NATURAL DISASTER	VOLCANO	NATDVolc	NATD	自然灾害	火山喷发	喷发、熔岩、岩浆、熔岩炸弹、火山爆发、火山碎屑
OBJECTS	BAG	OBJBag	OBJ	物件	袋子	行李箱、双肩包、背包、钱包、手提包、单肩包、相机包
OBJECTS	BOOK	OBJBook	OBJ	物件	书籍	书、封面、杂志、目录、教科书、字典、册、卷、圣经、出版
OBJECTS	COIN	OBJCoin	OBJ	物件	硬币	扔、翻、碰、丢、旋转、存钱罐、碰杯、叮当声、硬币、零钱、钢镚儿、银币、便士、五分钱、一毛钱、两毛五
OBJECTS	CONTAINER	OBJCont	OBJ	物件	箱盒	盒子、硬纸盒、容器、包裹、珠宝盒、塑料容器、盖子、特百惠、胶囊、面包箱、罐、工具箱、药盒
OBJECTS	FASHION	OBJFash	OBJ	物件	时尚	鞋子、靴子、睫毛膏、口红、化妆品、腰带、饰带、围巾、高跟鞋、眼线笔、太阳镜、眼镜、钱包、帽子、手套、手表、披肩、袜子、大手帕、发带、领带、套袖、背带、长袍、手绢
OBJECTS	FURNITURE	OBJFurn	OBJ	物件	家具	真皮沙发、沙发、摇椅、桌子、椅子、双人沙发、凳子、柜子、书柜、床、长椅、箱子
OBJECTS	GARDEN	OBJGrdn	OBJ	物件	花园	花盆、花园雕塑、水管、水龙头、喷壶、喂鸟器、堆肥器
OBJECTS	GYM	OBJGym	OBJ	物件	健身房	力量器械、哑铃、杠铃、垫子、举重床、跳绳、健身球、瑜伽垫、推举椅、阻力带、壶铃、健身球、练习球
OBJECTS	HOUSEHOLD	OBJHsehld	OBJ	物件	家用品	家用的、家、房子
OBJECTS	JEWELRY	OBJJewl	OBJ	物件	珠宝首饰	手链、手镯、项链、皇冠、耳环、戒指、鼻饰、吊坠、领带针、袖扣
OBJECTS	KEYS	OBJKey	OBJ	物件	钥匙	钥匙圈、钥匙扣、挂绳
OBJECTS	LUGGAGE	OBJLug	OBJ	物件	行李	手提箱、行李、行李袋、行李箱
OBJECTS	MEDICAL	OBJMed	OBJ	物件	医疗	手动血压计、听诊器、橡胶手套、夹子、注射器、镊子
OBJECTS	MISC	OBJMisc	OBJ	物件	其它	各种各样的
OBJECTS	OFFICE	OBJOffc	OBJ	物件	办公设备	订书机、裁纸机、打孔机、剪刀、纸托盘、压纸器、文件夹、活页夹、文件
OBJECTS	PACKAGING	OBJPack	OBJ	物件	包装品	纸板、泡沫聚苯乙烯、泡沫填充物、标签、包装纸、泡沫包装
OBJECTS	TAPE	OBJTape	OBJ	物件	胶带制品	胶带、魔术贴、防蝇纸、胶水、包装胶带、美纹纸胶带、胶布、电工胶带、透明胶带、双面胶带
OBJECTS	UMBRELLA	OBJUmbr	OBJ	物件	伞	摇晃、沙沙声、砰砰声
OBJECTS	WHEELED	OBJWhled	OBJ	物件	有轮制品	婴儿车、手推车、轮椅、婴儿推车、手推车、搬运车、轮床
OBJECTS	WRITING	OBJWrite	OBJ	物件	书写用品	钢笔、铅笔、记号笔、粉笔、蜡笔、白板笔、签字笔
OBJECTS	ZIPPER	OBJZipr	OBJ	物件	拉链	拉链、裤子、夹克、帐篷、包
PAPER	FLUTTER	PAPRFltr	PAPR	纸张	抖动	颤动、襟翼、坠落、五彩纸屑、纸板、纸
PAPER	FRICTION	PAPRFric	PAPR	纸张	碰撞	滑动、刮擦、纸板、纸
PAPER	HANDLE	PAPRHndl	PAPR	纸张	手持噪音	翻、翻页、翻页、浏览、细读、纸板、纸
PAPER	IMPACT	PAPRImpt	PAPR	纸张	摩擦	纸张击打、拍击、巴掌、报纸、杂志、纸板、纸
PAPER	MISC	PAPRMisc	PAPR	纸张	其它	各种各样的
PAPER	RIP	PAPRRip	PAPR	纸张	撕扯	撕裂、撕裂、撕碎、纸板、纸
PAPER	TONAL	PAPRTonl	PAPR	纸张	音乐性	音调、歌唱、铃声、纸、纸板
PLASTIC	BREAK	PLASBrk	PLAS	塑料	断裂	打破、裂缝、撕裂、粉碎、紧缩
PLASTIC	CRASH & DEBRIS	PLASCrsh	PLAS	塑料	碎片	坠落、坠毁、碎片
PLASTIC	FRICTION	PLASFric	PLAS	塑料	挤压	压力、刮擦、剐蹭、吱吱声、尖叫声
PLASTIC	HANDLE	PLASHndl	PLAS	塑料	抓取	把手、手柄、抓握、放置、拾起、放下、抛掷、握住
PLASTIC	IMPACT	PLASImpt	PLAS	塑料	打击	撞击、掉落、撞击、摔打
PLASTIC	MISC	PLASMisc	PLAS	塑料	其它	各种各样的
PLASTIC	MOVEMENT	PLASMvmt	PLAS	塑料	移动	拖动、滚动、摇晃、摇晃
PLASTIC	TONAL	PLASTonl	PLAS	塑料	音乐性	拨尺子、拨塑料、弹塑料、玩塑料、塑料乐器
RAIN	CLOTH	RAINClth	RAIN	雨	布料	涼篷、雨篷、布、夹克、伞、棉
RAIN	CONCRETE	RAINConc	RAIN	雨	水泥	雨水、水泥、路面、沥青、瓷砖、岩石
RAIN	GENERAL	RAIN	RAIN	雨	通用	雨、暴雨、倾盆大雨
RAIN	GLASS	RAINGlas	RAIN	雨	玻璃	雨、玻璃、天窗、窗户、遮阳顶、温室
RAIN	INTERIOR	RAINInt	RAIN	雨	车内	雨、暴雨、室内雨、挡风玻璃雨、屋顶雨
RAIN	METAL	RAINMetl	RAIN	雨	金属	雨、金属、汽车、罐头、铁皮、屋顶
RAIN	PLASTIC	RAINPlas	RAIN	雨	塑料	雨、塑料、乙烯基、有机玻璃
RAIN	VEGETATION	RAINVege	RAIN	雨	植物	雨水落在植物、树叶和草地上、丛林或热带雨林的雨水落在植物叶子上
RAIN	WATER	RAINWatr	RAIN	雨	水	雨、水坑、湖泊、池塘
RAIN	WOOD	RAINWood	RAIN	雨	木质	雨、木、甲板、屋顶、棚、地板
ROBOTS	MISC	ROBTMisc	ROBT	机器人	其它	自动机、机器人、机器人
ROBOTS	MOVEMENT	ROBTMvmt	ROBT	机器人	运动	伺服、螺线管、机械、气动、液压、机器人、机器人
ROBOTS	VOCAL	ROBTVox	ROBT	机器人	语音	机器人、啁啾、哔哔声、口哨声、机器人
ROCKS	BREAK	ROCKBrk	ROCK	岩石	断裂	断裂、裂缝、撕裂、破碎、嘎吱
ROCKS	CRASH & DEBRIS	ROCKCrsh	ROCK	岩石	碎片	掉落、碎片
ROCKS	FRICTION	ROCKFric	ROCK	岩石	挤压	压力、擦伤、嘎吱、吱吱声、吱吱声
ROCKS	HANDLE	ROCKHndl	ROCK	岩石	抓取	挖掘机、抓握、放置、拾起、放下、抛掷、握住
ROCKS	IMPACT	ROCKImpt	ROCK	岩石	打击	击中、掉落、撞击、跌落、哐啷、撞击声、叮当、猛击
ROCKS	MISC	ROCKMisc	ROCK	岩石	其它	各种各样的
ROCKS	MOVEMENT	ROCKMvmt	ROCK	岩石	移动	拖动、滚动、嘎嘎声、摇晃
ROCKS	TONAL	ROCKTonl	ROCK	岩石	音乐性	弓、石质乐器、玩石头、
ROPE	CREAK	ROPECreak	ROPE	绳索	拉扯	拉伸、拉紧、拉扯
ROPE	HANDLE	ROPEHndl	ROPE	绳索	抓取	抓握、放置、拾起、放下、抛掷、握住
ROPE	IMPACT	ROPEImpt	ROPE	绳索	打击	抽打、击中、掉落、撞击
ROPE	MISC	ROPEMisc	ROPE	绳索	其它	各种各样的
ROPE	MOVEMENT	ROPEMvmt	ROPE	绳索	移动	滑索、拉链、结、领带
RUBBER	CRASH & DEBRIS	RUBRCrsh	RUBR	橡胶	碎片	碎片、分散、扑通
RUBBER	FRICTION	RUBRFric	RUBR	橡胶	挤压	吱吱声、拖拽、摩擦、刮擦、压力
RUBBER	HANDLE	RUBRHndl	RUBR	橡胶	抓取	抓握、放置、拾起、放下、抛掷、握住
RUBBER	IMPACT	RUBRImpt	RUBR	橡胶	打击	敲击、撞击、弹跳、掉落
RUBBER	MISC	RUBRMisc	RUBR	橡胶	其它	各种各样的
RUBBER	MOVEMENT	RUBRMvmt	RUBR	橡胶	移动	移动、拖拽、拍打、落下
RUBBER	TONAL	RUBRTonl	RUBR	橡胶	音乐性	音调、橡胶、歌唱
SCIFI	ALARM	SCIAlrm	SCI	科幻	警报	科幻警报、警报、警告
SCIFI	COMPUTER	SCICmpt	SCI	科幻	电脑	计算机、控制台、界面、全屏
SCIFI	DOOR	SCIDoor	SCI	科幻	门	科幻门、气闸
SCIFI	ENERGY	SCIEnrg	SCI	科幻	能量	粒子、涡流、转运体、全息图、力场
SCIFI	IMPACT	SCIImpt	SCI	科幻	打击	能量冲击、波浪能、力场
SCIFI	MACHINE	SCIMach	SCI	科幻	机械	传送器、食物复制器、全息成像、平台
SCIFI	MECHANISM	SCIMech	SCI	科幻	机械设备	三录仪、科幻设备、小发明
SCIFI	MISC	SCIMisc	SCI	科幻	其它	各种各样的
SCIFI	RETRO	SCIRetro	SCI	科幻	复古	老式科幻
SCIFI	SPACESHIP	SCIShip	SCI	科幻	太空船	宇宙飞船、不明飞行物、母舰、战列巡洋舰、星舰
SCIFI	VEHICLE	SCIVeh	SCI	科幻	载具	月球车、陆行艇、超速自行车、悬浮滑板、飞梭赛车
SCIFI	WEAPON	SCIWeap	SCI	科幻	武器	光剑、异种武器
SNOW	CRASH & DEBRIS	SNOWCrsh	SNOW	雪	碎片	雪球、雪崩
SNOW	FRICTION	SNOWFric	SNOW	雪	挤压	压力、刮擦、吱吱声、吱吱声、尖啸
SNOW	HANDLE	SNOWHndl	SNOW	雪	抓取	抓握、放置、拾起、放下、抛掷、握住
SNOW	IMPACT	SNOWImpt	SNOW	雪	打击	雪球、雪飘、倾倒、飘落
SNOW	MISC	SNOWMisc	SNOW	雪	其它	各种各样的
SNOW	MOVEMENT	SNOWMvmt	SNOW	雪	移动	涉水、拖拽、犁地、摸索
SPORTS	COURT	SPRTCourt	SPRT	运动	球类运动	篮球、网球、击剑、排球、壁球、羽毛球、无板篮球、壁球、躲避球、沙狐球、手球
SPORTS	FIELD	SPRTField	SPRT	运动	户外运动	足球、橄榄球、棒球、曲棍球、板球、橄榄球、马球、长曲棍球
SPORTS	GYM	SPRTGym	SPRT	运动	健身	拳击、摔跤、体操、重量训练、武术、空手道、柔道、跆拳道、柔道、功夫
SPORTS	INDOOR	SPRTIndor	SPRT	运动	室内运动	保龄球、台球、乒乓球、飞镖
SPORTS	MISC	SPRTMisc	SPRT	运动	其它	高尔夫球
SPORTS	SKATE	SPRTSkate	SPRT	运动	冰上运动	滑板、轮滑、旱冰、滑板车
SPORTS	TRACK & FIELD	SPRTTrck	SPRT	运动	田径	跳远、跑步、撑杆跳、铅球、标枪投掷
SPORTS	WATER	SPRTWatr	SPRT	运动	水上运动	游泳、水球、水排球、潜水、滑水、冲浪、风筝冲浪、水肺潜水、浮潜
SPORTS	WINTER	SPRTWntr	SPRT	运动	冬季运动	滑雪、单板滑雪、雪橇、滑冰、雪橇、冰壶、冰球、雪橇、速度滑冰
SWOOSHES	SWISH	SWSH	SWSH	嗖嗖声	嗖嗖声	嗖嗖、武术、呼啸而过、颤振、摇摆
SWOOSHES	WHOOSH	WHSH	WHSH	呼呼声	呼呼声	呜呜
TOOLS	GARDEN	TOOLGrdn	TOOL	工具	园林工具	耙子、锄头、铁锹、泥铲、扫把、修剪剪刀、花园叉、分蘖、园艺剪、铲子、除草机
TOOLS	HAND	TOOLHand	TOOL	工具	手持	锤子、螺丝刀、钳子、扳手、棘轮、插座、手锯、夹钳、刀具、撬棒、凿子、刮刀、钉枪、锉刀、剪刀
TOOLS	MISC	TOOLMisc	TOOL	工具	其它	各种各样的
TOOLS	PNEUMATIC	TOOLPneu	TOOL	工具	气动	手提钻、气动工具、气动棘轮、射钉枪
TOOLS	POWER	TOOLPowr	TOOL	工具	电动	钻头、电锯、圆锯、线锯、砂光机、砂带机、槽刨机、电动螺丝刀、热风枪
TOYS	ELECTRONIC	TOYElec	TOY	玩具	电动	遥控车、老虎机、语音益智玩具、电子宠物
TOYS	MECHANICAL	TOYMech	TOY	玩具	机械	发条玩具、玩具机器人、发条玩具
TOYS	MISC	TOYMisc	TOY	玩具	其它	动作人偶、娃娃、毛绒动物
TRAINS	BRAKE	TRNBrake	TRN	火车	刹车	断裂、尖叫、摩擦
TRAINS	CLACK	TRNClak	TRN	火车	哐当	噼啪
TRAINS	DOOR	TRNDoor	TRN	火车	门	火车门、地铁门、自动门
TRAINS	DIESEL	TRNDiesl	TRN	火车	内燃机车	柴油火车
TRAINS	ELECTRIC	TRNElec	TRN	火车	电力机车	通勤列车、区域列车、城市线、城际列车、轻轨
TRAINS	HIGH SPEED	TRNHspd	TRN	火车	高速列车	高科技列车、磁悬浮列车、单轨列车、超级高铁、子弹头列车
TRAINS	HORN	TRNHorn	TRN	火车	鸣笛	火车喇叭、地铁喇叭
TRAINS	INTERIOR	TRNInt	TRN	火车	车厢内	通勤列车、区域列车、城市线、城际列车、轻轨、货运列车、地铁、单轨列车
TRAINS	MECHANISM	TRNMech	TRN	火车	机械	分流、解耦
TRAINS	MISC	TRNMisc	TRN	火车	其它	各种各样的
TRAINS	STEAM	TRNSteam	TRN	火车	蒸汽火车	蒸汽火车、煤炭火车
TRAINS	SUBWAY	TRNSbwy	TRN	火车	地铁	地铁、地铁、管、快速铁路
TRAINS	TRAM	TRNTram	TRN	火车	电车	电车、电车、缆车、索道缆车、抓地车
USER INTERFACE	ALERT	UIAlert	UI	用户界面	警告	警报、提示音、短信、通知、启动
USER INTERFACE	BEEP	UIBeep	UI	用户界面	提示音	电脑蜂鸣、手机蜂鸣
USER INTERFACE	CLICK	UIClick	UI	用户界面	点击	单击、点击、键入
USER INTERFACE	DATA	UIData	UI	用户界面	数据	数据、处理、信息、思考
USER INTERFACE	GLITCH	UIGlitch	UI	用户界面	故障	故障、终结、失败、错误、
USER INTERFACE	MISC	UIMisc	UI	用户界面	其它	各种各样的
USER INTERFACE	MOTION	UIMvmt	UI	用户界面	动态	滑动、滚动、缩放、翻页
VEGETATION	GRASS	VEGEGras	VEGE	植物	草	草沙沙声、走过、干草、小麦
VEGETATION	LEAVES	VEGELeaf	VEGE	植物	叶	叶漩涡、落叶、叶堆
VEGETATION	MISC	VEGEMisc	VEGE	植物	其它	叶子
VEGETATION	TREE	VEGETree	VEGE	植物	树	树倒下、树枝折断、树枝折断、树枝
VEHICLES	ALARM	VEHAlrm	VEH	车辆	警报	汽车、汽车报警器、布防、撤防、遥控钥匙
VEHICLES	ANTIQUE	VEHAntq	VEH	车辆	古董车	汽车、轿车、机动车、奥尔兹莫比尔、老爷车、福特T型車
VEHICLES	ATV	VEHAtv	VEH	车辆	全地形车	四轮车、三轮车、四轮车、沙滩越野车
VEHICLES	BICYCLE	VEHBike	VEH	车辆	自行车	单车、自行车、斜躺自行车、独轮车、双轮双座自行车、自从车越野赛
VEHICLES	BRAKE	VEHBrake	VEH	车辆	刹车	刹车异响、异响、摩擦声、刺耳声
VEHICLES	BUS	VEHBus	VEH	车辆	公交车	城市巴士、校车、灰狗巴士、长途巴士、旅游巴士、双层巴士
VEHICLES	CAR	VEHCar	VEH	车辆	汽车	汽车、机动车
VEHICLES	CONSTRUCTION	VEHCnst	VEH	车辆	工程车	起重机、推土机、挖土机、挖掘机、挖掘机、铲车
VEHICLES	DOOR	VEHDoor	VEH	车辆	门	汽车、车门、货车门、卡车门
VEHICLES	ELECTRIC	VEHElec	VEH	车辆	电动	两轮电动平衡车、高尔夫球车、电动滑板车、电动车、电动摩托车、特斯拉
VEHICLES	EMERGENCY	VEHEmrg	VEH	车辆	紧急状态	消防车、消防车、救护车、警车、特警车
VEHICLES	FARM	VEHFarm	VEH	车辆	农场	拖拉机、收割机、脱壳机、骑乘式割草机
VEHICLES	FREIGHT	VEHFrght	VEH	车辆	货车	大型钻机、卡车、半卡车、U-haul 卡车、penske、箱式卡车、货运卡车
VEHICLES	GENERIC BY	VEHBy	VEH	车辆	通用驰过	汽车、路过
VEHICLES	HORN	VEHHorn	VEH	车辆	鸣笛	汽车、汽车喇叭
VEHICLES	INTERIOR	VEHInt	VEH	车辆	车内	汽车、卡车、面包车、车内饰、驾驶、车载
VEHICLES	JALOPY	VEHJalop	VEH	车辆	熄火	汽车、hoopty、旧车、垃圾车、错误启动、熄火、故障、逆火
VEHICLES	MECHANISM	VEHMech	VEH	车辆	设施	车窗曲柄、手套箱、挡风玻璃、雨刷、后备箱、安全带、安全带、转向灯、换档
VEHICLES	MILITARY	VEHMil	VEH	车辆	军用	坦克、APC、装甲运兵车、悍马、吉普车
VEHICLES	MISC	VEHMisc	VEH	车辆	其它	雪地摩托
VEHICLES	MOTORCYCLE	VEHMoto	VEH	车辆	摩托车	滑板车、摩托车、vespa、摩托车越野赛、越野车
VEHICLES	RACING	VEHRace	VEH	车辆	赛车	汽车、赛车、飙车、indy、方程式赛车、纳斯卡、大奖赛、怪物卡车
VEHICLES	SIREN	VEHSirn	VEH	车辆	警报车辆	救护车、警察、警报器、消防车、消防员
VEHICLES	SKID	VEHSkid	VEH	车辆	轮胎摩擦	轮胎打滑、剥落、引擎排气、爆胎
VEHICLES	SUSPENSION	VEHSusp	VEH	车辆	悬挂	悬架、减震弹簧、吱吱声、嘎嘎声
VEHICLES	TIRE	VEHTire	VEH	车辆	轮胎打滑	轮胎、滚、轮箍
VEHICLES	TRUCK VAN & SUV	VEHTruck	VEH	车辆	厢式车	轿车、汽车、客车、皮卡车、面包车、SUV、平板车、
VEHICLES	UTILITY	VEHUtil	VEH	车辆	工具	沙滩越野车、排座式全地形车、双人车、全地域越野车、福特皮卡、多功能车
VEHICLES	WAGON	VEHWagn	VEH	车辆	马车	马车、驿马车、马车、马车、木车
VEHICLES	WINDOW	VEHWndw	VEH	车辆	窗	汽车、自动窗、电动窗
VOICES	ALIEN	VOXAlien	VOX	语音	外星人	外星语
VOICES	BABY	VOXBaby	VOX	语音	婴儿	细语、胡言乱语、大惊小怪、嘟囔
VOICES	CHEER	VOXCheer	VOX	语音	欢呼	鼓掌、喝倒彩、欢呼、耶、呐喊、哇、喝彩
VOICES	CHILD	VOXChld	VOX	语音	儿童	儿童、青少年、少年
VOICES	CRYING	VOXCry	VOX	语音	哭泣	哭泣、噘嘴、啜泣、抽噎、呜咽、大哭、大惊小怪、受伤
VOICES	EFFORTS	VOXEfrt	VOX	语音	呼喝	努力、哼唧声、拼搏、竭力、用力
VOICES	FEMALE	VOXFem	VOX	语音	女性	女人、女
VOICES	FUTZED	VOXFutz	VOX	语音	音响化	音响喇叭、公共演讲、公告、扩声器
VOICES	HISTORICAL	VOXHist	VOX	语音	历史感	演讲、演讲、广播、新闻、历史
VOICES	LAUGH	VOXLaff	VOX	语音	笑	傻笑、抿嘴笑、暗笑、大笑、嗬嗬、呼叫、狂笑、歇斯底里
VOICES	MALE	VOXMale	VOX	语音	男性	男人、男
VOICES	MISC	VOXMisc	VOX	语音	其它	各种各样的
VOICES	REACTION	VOXReac	VOX	语音	反应	哎呀、喔、呜、啊哈、啊、嗯哦、嗯、唔哼、呃
VOICES	SCREAM	VOXScrm	VOX	语音	尖叫	大喊大叫、尖叫、死亡、跌倒
VOICES	SINGING	VOXSing	VOX	语音	歌唱	唱歌、哼唱、小曲
VOICES	WHISPER	VOXWhsp	VOX	语音	窃语	耳语、低语、喃喃自语、嘘
WATER	BUBBLES	WATRBubl	WATR	水	气泡	泡泡、煮沸、煨、泡泡、粘液、大锅、药水
WATER	DRAIN	WATRDran	WATR	水	排水	排水管、汩汩地流、潺潺声、下水道、淋浴、水槽、雨水渠
WATER	DRIP	WATRDrip	WATR	水	滴	水滴、滴、扑通声、涓涓细流、流淌、渗漏、洞
WATER	FIZZ	WATRFizz	WATR	水	气泡	嘶嘶声、苏打水、气泡、嘶嘶声
WATER	FLOW	WATRFlow	WATR	水	水流	河、溪、溪、水流、河道、支流、溪、沟渠、溪流、泉
WATER	FOUNTAIN	WATRFoun	WATR	水	喷泉	喷泉、浪花、飞溅、涓流、嘶嘶声
WATER	IMPACT	WATRImpt	WATR	水	击打	泼洒、跳水、巨浪、深水炸弹、浇灌
WATER	LAP	WATRLap	WATR	水	拍浪	涟漪、拍打冲刷、船体、荡漾、晃动
WATER	MISC	WATRMisc	WATR	水	其它	各种各样的
WATER	MOVEMENT	WATRMvmt	WATR	水	移动	泼水、 玩水、 溅水、 扫水、 踏水
WATER	PLUMBING	WATRPlmb	WATR	水	水管道	马桶冲水、水槽、淋浴、喷头
WATER	POUR	WATRPour	WATR	水	倒水	倒出、填充、倾倒、倒空
WATER	SPLASH	WATRSplsh	WATR	水	泼洒飞溅	飞溅、游泳、淌水、潜水、跳水、晃动、泼洒、淹没
WATER	SPRAY	WATRSpray	WATR	水	水花	喷雾、喷洒、喷射、喷洒、喷、涌出
WATER	STEAM	WATRStm	WATR	水	蒸汽	喷、雾气、蒸汽、嘶嘶、湿气、溅射
WATER	SURF	WATRSurf	WATR	水	浪花拍岸	海岸线、海岸、海滨、沙滩、波浪
WATER	TURBULENT	WATRTurb	WATR	水	汹涌澎湃	漩涡、 波浪池、 急流、 涡流
WATER	UNDERWATER	WATRUndwtr	WATR	水	水下	水下、流动、湍流、 暗流
WATER	WATERFALL	WATRFall	WATR	水	瀑布	瀑布、梯级瀑布、大坝、洪流、尼加拉瀑布
WATER	WAVE	WATRWave	WATR	水	波浪	波浪、防波堤、潮汐、海滨、码头、叠浪
WEAPONS	ARMOR	WEAPArmr	WEAP	武器	护甲	盔甲、锁子甲、头盔、鳞甲、胸甲、护具、夹板
WEAPONS	ARROW	WEAPArro	WEAP	武器	箭	箭头、箭栓、箭羽、箭袋
WEAPONS	AXE	WEAPAxe	WEAP	武器	斧	斧头、斧头、砍刀、飞斧
WEAPONS	BLUNT	WEAPBlnt	WEAP	武器	钝器	棒球棍、 狼牙棒、 球链、 双节棍、 战锤、 壁板、 铜指关节、 连枷、 警棍
WEAPONS	BOW	WEAPBow	WEAP	武器	弓	长弓、复合弓、弩
WEAPONS	KNIFE	WEAPKnif	WEAP	武器	刀	弹簧刀、水果刀、蝴蝶刀、猎刀、美工刀、切肉刀、屠刀、战刀、厨师刀
WEAPONS	MISC	WEAPMisc	WEAP	武器	其它	弹弓
WEAPONS	POLEARM	WEAPPole	WEAP	武器	矛	长矛、长枪、鱼叉、戟、标枪、长柄斧、长柄斧
WEAPONS	SIEGE	WEAPSiege	WEAP	武器	投石机	弹射器、投石机、攻城锤、弩炮、攻城塔
WEAPONS	SWORD	WEAPSwrd	WEAP	武器	剑	镰刀、弯刀、阔剑、细剑、长剑、武士刀、弯刀、击剑剑、武士刀、大砍刀、军刀、维京剑、唐刀、 金属薄片
WEAPONS	WHIP	WEAPWhip	WEAP	武器	鞭	牛鞭、马鞭、鞭子、皮鞭
WEATHER	HAIL	HAIL	HAIL	天气	冰雹	冰雹、冰、雨夹雪
WEATHER	MISC	WTHR	WTHR	天气	其它	各种各样的
WEATHER	STORM	STORM	STORM	天气	风暴	飓风、雷暴、台风、雨夹雪、沙尘暴、龙卷风、旋风、冰雹、恶劣天气
WEATHER	THUNDER	THUN	THUN	天气	雷	雷暴、闪电、霹雳、炸雷、 雷声、裂纹、滚雷、隆隆声
WHISTLES	HUMAN	WHSTHmn	WHST	哨音	人	口哨、 欢呼、 人浪、 声浪、 狼哨、 信号
